user_id,recency,frequency,tenure,capacity score,last gift amount,region,age,gender,marital status
97,0,0.28,124,50,2122.65,10,59,f,w
98,15,0.2,89,30,0.0,9,58,f,y
99,9,0.15,137,24,5779.65,3,55,f,y
100,0,0.59,27,94,47150.37,1,51,f,y
101,6,0.34,168,71,4055.52,8,33,m,n
102,1,0.27,147,51,1907.3,4,48,m,y
103,12,0.2,99,39,0.0,2,49,f,y
104,8,0.55,36,61,21875.6,5,42,f,y
105,23,0.24,75,42,2807.06,4,52,m,w
106,6,0.58,96,23,283.54,1,61,m,y
107,3,0.31,133,60,3289.54,7,83,m,w
108,9,0.46,16,54,0.0,4,57,m,w
109,7,0.27,41,45,131.62,8,58,m,y
110,4,0.15,85,30,1822.78,9,53,f,y
111,4,0.25,29,50,17633.3,8,26,f,n
112,1,0.51,173,68,1813.69,1,54,f,n
113,5,0.25,118,67,89078.26,8,55,f,y
114,1,0.24,47,48,1260.27,5,91,f,y
115,1,0.31,26,99,1551078.57,1,52,m,y
116,1,0.21,101,30,389.5,9,59,m,y
117,5,0.26,56,58,49036.26,9,54,f,y
118,5,0.36,86,54,25213.4,7,37,f,y
119,0,0.13,60,20,5691.17,7,72,m,w
120,8,0.35,129,72,7333.07,1,66,f,w
121,1,0.21,137,37,528.12,9,66,m,n
122,4,0.52,67,77,2413.61,1,41,m,n
123,7,0.24,92,35,140.83,7,76,m,w
124,0,0.35,158,26,217.78,9,33,m,n
125,6,0.33,147,83,457269.86,9,63,f,y
126,19,0.51,46,55,408.85,5,87,f,y
127,1,0.17,171,33,2032.14,6,40,m,n
128,19,0.52,46,74,0.0,2,46,f,n
129,13,0.37,50,52,4584.23,2,56,f,y
130,6,0.21,131,46,35487.79,10,47,f,y
131,1,0.3,101,48,32748.16,9,31,f,n
132,10,0.31,149,85,4035.62,1,56,m,y
133,8,0.29,24,62,7448.55,10,39,f,y
134,8,0.26,42,68,11417.51,5,62,m,n
135,1,0.41,90,60,10555.4,7,41,f,n
136,5,0.19,31,35,2952.73,10,78,m,w
137,8,0.33,99,46,0.0,6,43,f,n
138,5,0.3,109,54,2923.89,6,50,f,n
139,7,0.49,130,28,22.66,6,67,m,y
140,6,0.24,146,71,2372.4,8,36,m,y
141,4,0.21,96,42,2561.79,7,58,f,y
142,1,0.19,92,39,378.49,5,74,f,w
143,13,0.39,167,54,126.39,10,30,m,y
144,8,0.17,128,43,2294.7,2,57,f,y
145,8,0.16,103,28,5706.33,10,58,m,y
146,0,0.27,28,45,4773.66,6,66,m,y
147,11,0.12,113,6,0.0,10,36,m,y
148,1,0.36,153,49,10250.42,5,35,m,n
149,9,0.31,59,39,1841.18,4,62,f,y
150,9,0.19,64,42,5391.35,10,59,f,y
151,0,0.37,153,41,5976.64,5,58,m,y
152,6,0.55,44,33,7107.17,9,60,f,w
153,9,0.33,83,63,101099.02,2,44,m,y
154,12,0.31,96,29,1512.26,6,58,f,n
155,4,0.4,165,34,1312.0,9,59,m,y
156,0,0.27,174,22,813.39,10,44,f,n
157,9,0.21,74,23,826.27,5,82,f,y
158,3,0.13,73,25,3282.27,6,62,m,w
159,2,0.33,92,70,16479.47,10,37,f,n
160,12,0.32,26,38,0.0,4,64,m,n
161,3,0.25,157,58,499.28,5,40,m,y
162,5,0.23,149,40,6016.46,8,66,m,n
163,3,0.23,37,61,4043.23,1,72,m,w
164,19,0.37,159,57,0.0,1,42,m,y
165,4,0.24,8,47,8224.28,10,69,m,y
166,3,0.19,87,46,1807.52,4,61,m,n
167,1,0.28,126,46,4280.22,10,67,m,y
168,4,0.18,121,43,157.55,3,83,f,w
169,5,0.16,140,30,1751.42,5,51,f,y
170,8,0.27,93,51,940.19,10,43,m,y
171,10,0.27,149,35,245.99,8,41,m,n
172,2,0.21,58,54,296.26,1,42,m,y
173,23,0.2,9,38,211.26,5,53,f,w
174,7,0.32,178,86,73247.52,5,60,f,w
175,0,0.3,37,68,1126.49,2,59,m,n
176,11,0.23,88,34,2099.68,5,67,m,n
177,9,0.22,107,71,8088.82,8,55,m,w
178,9,0.43,63,86,1973.97,10,76,m,y
179,12,0.28,18,55,7644.17,7,51,f,n
180,8,0.26,155,75,507.03,2,95,f,y
181,0,0.34,49,54,4750.18,6,64,m,y
182,8,0.41,177,65,0.0,10,42,f,n
183,12,0.24,35,48,0.0,1,38,m,n
184,6,0.29,156,76,27013.5,10,62,m,y
185,1,0.45,17,56,1461.44,10,51,f,y
186,8,0.12,19,24,0.0,3,65,f,n
187,0,0.23,41,51,9401.31,6,62,m,y
188,4,0.16,50,25,0.0,9,53,m,n
189,5,0.24,29,64,521.93,1,42,f,n
190,32,0.25,124,53,0.0,6,32,f,y
191,1,0.28,136,15,391.02,2,48,m,y
192,6,0.34,83,42,672.6,9,67,m,n
193,9,0.2,43,56,1004.02,2,58,m,y
194,0,0.49,97,45,2905.75,3,36,f,y
195,18,0.18,92,45,411.39,2,57,f,y
196,9,0.21,25,46,1858.63,4,60,m,y
197,7,0.47,102,43,0.0,4,41,f,y
198,8,0.31,7,58,2928.33,10,57,f,y
199,0,0.2,159,34,7167.39,1,55,m,n
200,25,0.34,7,75,6840.77,8,37,m,n
201,4,0.44,47,97,4965.44,5,60,f,n
202,6,0.34,45,78,56496.26,8,63,f,y
203,2,0.29,142,80,43806.14,6,71,f,y
204,0,0.26,135,47,490.34,2,70,f,n
205,12,0.42,161,77,0.0,7,34,m,n
206,7,0.25,8,67,2010.5,10,40,m,n
207,3,0.39,21,80,155350.95,9,62,f,n
208,1,0.24,137,54,3390.84,7,62,m,n
209,4,0.36,28,70,18196.52,5,62,f,y
210,0,0.24,107,53,4021.86,4,95,f,w
211,29,0.12,82,36,1509.62,8,63,f,n
212,8,0.32,139,84,52986.89,6,72,m,w
213,2,0.42,60,39,1935.71,5,69,f,n
214,15,0.23,141,40,0.0,7,64,f,n
215,0,0.5,78,67,21092.28,3,50,f,n
216,2,0.25,103,46,1299.6,9,66,f,w
217,3,0.37,86,30,0.0,4,43,m,w
218,18,0.22,119,29,2296.14,4,51,m,n
219,2,0.25,72,68,10629.77,8,47,m,n
220,4,0.32,46,83,1522.64,6,56,m,y
221,7,0.22,45,57,3424.27,1,89,f,w
222,11,0.22,108,66,250.44,2,26,f,n
223,8,0.56,160,37,31687.17,9,65,f,n
224,9,0.31,44,73,103139.76,6,30,f,y
225,10,0.22,58,31,175.29,7,47,m,n
226,7,0.76,45,47,16993.75,9,71,f,y
227,5,0.36,57,79,0.0,3,55,m,n
228,14,0.22,42,45,11046.69,5,38,m,y
229,9,0.3,72,50,12192.97,5,44,f,n
230,5,0.38,152,53,2979.79,10,65,f,y
231,15,0.3,167,53,1021.57,7,44,f,y
232,1,0.3,90,90,2480.23,2,58,m,n
233,17,0.18,71,36,7201.76,4,55,f,y
234,1,0.28,143,33,7794.74,4,45,m,n
235,2,0.27,57,27,597.25,8,87,m,w
236,2,0.31,175,48,4580.1,10,64,f,w
237,0,0.33,7,91,10077777.78,3,25,f,y
238,2,0.3,134,86,12902.69,2,57,f,n
239,2,0.3,169,46,0.0,9,45,f,y
240,7,0.27,102,32,3475.8,4,67,f,w
241,7,0.25,27,47,175.41,9,43,f,n
242,6,0.16,118,26,0.0,6,53,f,y
243,7,0.16,87,50,377.46,1,62,f,y
244,0,0.17,169,38,67.25,3,67,f,y
245,9,0.21,126,49,1194.06,7,36,f,n
246,23,0.31,8,73,881.94,9,49,m,y
247,7,0.26,177,53,0.0,8,47,f,n
248,2,0.36,123,42,10115.5,5,45,f,n
249,2,0.18,149,50,1495.22,8,81,m,w
250,11,0.23,144,74,0.0,2,61,f,w
251,0,0.6,15,72,34726.85,3,36,m,y
252,3,0.26,175,54,15937.15,8,68,f,n
253,1,0.2,30,46,1676.97,9,86,f,w
254,1,0.28,125,67,7031.03,10,70,m,w
255,0,0.22,11,54,960.52,8,32,m,y
256,17,0.5,115,37,11899.5,4,47,f,y
257,3,0.16,177,32,435.72,6,74,m,y
258,3,0.29,13,62,382.85,5,44,m,y
259,0,0.33,167,75,7941.46,4,61,m,y
260,0,0.68,46,50,36729.12,9,66,f,y
261,2,0.16,115,30,12590.31,10,41,f,n
262,1,0.22,6,37,1873.24,3,54,f,y
263,14,0.62,136,61,8561.31,1,25,m,n
264,24,0.41,57,83,0.0,7,39,f,y
265,21,0.2,107,43,4280.99,10,51,f,w
266,1,0.49,82,71,11473.59,8,36,m,n
267,1,0.17,176,15,3391.01,3,79,f,w
268,8,0.42,52,68,0.0,3,33,f,n
269,2,0.34,119,43,2308.17,6,48,f,y
270,0,0.34,88,85,3083.68,2,56,m,n
271,6,0.38,24,54,0.0,6,76,m,y
272,2,0.42,75,51,2122.84,5,33,m,y
273,3,0.31,52,32,683.58,7,72,m,y
274,7,0.2,122,17,948.72,9,55,f,y
275,9,0.25,83,38,8100.65,9,40,m,y
276,0,0.21,10,49,5895.03,1,61,f,n
277,0,0.21,69,51,4031.14,7,57,m,y
278,13,0.26,112,49,4288.06,3,45,m,n
279,2,0.31,178,54,17417.76,4,56,f,n
280,5,0.38,178,100,2311.65,2,49,m,y
281,12,0.2,41,46,2132.18,1,56,f,y
282,0,0.14,142,21,653.13,10,64,m,n
283,11,0.25,156,50,177.6,3,78,m,y
284,6,0.18,165,35,0.0,10,36,f,n
285,0,0.3,178,82,26883.43,9,86,f,w
286,9,0.33,161,64,0.0,1,25,m,y
287,0,0.37,16,65,986.32,3,52,m,y
288,2,0.22,152,33,303.84,5,63,f,y
289,6,0.13,69,24,1155.19,3,59,f,y
290,8,0.19,70,14,773.42,4,45,f,y
291,2,0.19,78,36,79.24,4,51,m,y
292,1,0.52,62,71,6316.96,1,47,f,y
293,10,0.09,71,13,2943.36,6,46,m,y
294,4,0.18,137,43,510.09,7,67,m,w
295,1,0.37,162,48,2265.49,7,60,f,y
296,7,0.14,9,20,1320.44,6,44,m,n
297,4,0.28,129,40,0.0,7,68,m,y
298,7,0.29,134,66,14137.93,3,59,m,y
299,12,0.44,97,72,120696.71,5,67,m,n
300,0,0.37,23,44,6247.29,7,64,f,n
301,3,0.48,146,49,499.96,10,42,f,y
302,3,0.29,75,63,1260.4,5,46,m,y
303,18,0.14,108,31,8635.09,10,66,f,y
304,36,0.22,91,66,0.0,2,64,f,n
305,8,0.19,35,34,12226.1,6,54,f,y
306,4,0.29,160,26,13.2,7,56,m,y
307,4,0.42,112,59,332.34,2,74,f,w
308,8,0.2,161,42,12758.29,10,46,f,w
309,7,0.12,135,22,194452.65,8,63,m,n
310,15,0.26,25,42,7738.03,5,51,m,y
311,10,0.26,83,74,73789.53,8,51,m,n
312,1,0.27,157,61,1575.52,3,71,f,w
313,14,0.38,82,72,5588.1,2,67,m,n
314,2,0.21,77,48,4430.22,7,67,f,n
315,11,0.34,177,71,0.0,5,74,m,w
316,0,0.3,154,53,1890.82,5,55,f,y
317,3,0.17,155,51,166.12,8,65,m,y
318,10,0.31,78,46,1259.62,9,50,f,n
319,30,0.21,111,60,0.0,8,59,f,y
320,4,0.21,133,15,597.92,10,53,m,y
321,2,0.28,112,74,9721.34,2,56,m,y
322,16,0.35,16,67,0.0,10,63,m,n
323,14,0.36,85,74,0.0,7,42,f,y
324,6,0.64,14,59,11017.16,5,86,f,w
325,2,0.19,105,44,17986.24,7,39,m,y
326,2,0.27,57,63,239.77,3,36,m,y
327,5,0.27,120,43,269.99,4,72,m,y
328,32,0.28,146,31,2005.27,7,66,f,y
329,0,0.42,134,64,3020.76,2,64,f,n
330,3,0.18,177,54,1964.14,2,64,f,w
331,15,0.22,80,62,21230.26,1,54,m,n
332,26,0.17,157,50,21784.12,1,41,m,y
333,0,0.2,138,64,1371.59,1,56,f,y
334,7,0.25,153,66,139250.26,6,44,m,y
335,7,0.36,148,50,11314.55,5,69,f,y
336,5,0.24,73,58,526.34,10,52,m,y
337,0,0.26,59,69,2095.62,8,42,m,n
338,3,0.14,16,29,300.47,5,50,f,y
339,4,0.4,156,74,3879.12,1,61,f,y
340,5,0.15,134,46,20665.74,8,46,f,n
341,26,0.24,175,43,0.0,6,42,m,y
342,2,0.18,52,43,495.96,8,58,m,w
343,0,0.38,120,100,16072.71,2,58,f,w
344,1,0.24,43,44,405.12,10,47,f,n
345,3,0.11,135,35,738.18,8,47,f,y
346,12,0.23,50,44,3241.01,6,58,m,n
347,7,0.27,160,63,1696.65,1,33,f,y
348,12,0.33,66,78,510.91,1,33,f,y
349,20,0.25,87,40,23225.49,10,44,f,n
350,1,0.23,16,39,2940.52,5,51,f,y
351,5,0.35,162,71,697.0,7,59,m,y
352,7,0.19,30,42,4243.02,4,77,f,w
353,4,0.22,83,45,7732.35,10,67,f,n
354,4,0.59,179,66,1490.15,5,52,f,y
355,0,0.5,46,44,12025.3,10,54,f,y
356,0,0.41,46,88,13369.61,3,39,f,y
357,0,0.28,106,67,75662.38,2,54,f,y
358,8,0.18,144,48,470.31,2,50,m,n
359,0,0.33,177,78,17260.85,5,59,m,n
360,3,0.34,37,63,0.0,4,42,m,n
361,19,0.39,54,73,275.37,2,62,m,y
362,1,0.45,11,75,12904.63,5,77,m,y
363,5,0.1,62,13,14587.56,10,53,m,y
364,10,0.27,11,49,0.0,9,61,m,y
365,2,0.31,52,59,2748.61,8,65,m,y
366,0,0.4,68,77,13242.43,9,48,m,y
367,12,0.58,155,57,635.64,9,58,m,y
368,10,0.18,72,54,15722.73,8,55,f,n
369,31,0.25,152,47,0.0,9,56,f,n
370,7,0.16,167,34,6880.38,4,43,m,n
371,2,0.29,46,66,334.87,8,55,f,y
372,1,0.33,110,70,3769.29,2,62,f,w
373,0,0.25,12,64,2417.15,9,76,m,w
374,8,0.3,62,59,88388.05,9,69,f,y
375,3,0.53,21,42,333.73,3,87,f,w
376,14,0.16,64,36,23595.09,6,43,f,n
377,1,0.1,171,10,218.72,7,68,m,y
378,26,0.27,142,48,2207.73,3,57,f,y
379,0,0.31,39,45,37586.75,5,87,m,n
380,12,0.27,51,32,6482.68,1,42,f,n
381,12,0.22,170,44,1700.21,3,42,f,y
382,7,0.17,48,40,79.18,8,46,f,n
383,36,0.43,52,74,0.0,3,25,f,n
384,0,0.34,139,93,35356.38,8,47,m,y
385,5,0.47,171,70,0.0,9,43,f,n
386,0,0.39,117,30,6275.14,6,57,f,n
387,5,0.46,128,73,1374.34,7,60,m,y
388,1,0.34,66,95,132976.35,6,83,f,y
389,4,0.25,137,57,1622.95,8,69,m,w
390,0,0.54,138,66,35371.16,7,46,m,n
391,4,0.48,75,34,125.21,10,41,f,y
392,8,0.21,65,45,5873.08,1,62,m,y
393,16,0.26,93,50,4089.89,3,35,f,n
394,20,0.2,97,42,5624.09,3,82,m,n
395,3,0.75,82,38,4060.36,3,72,m,y
396,13,0.28,111,46,0.0,4,47,f,n
397,16,0.18,87,55,286.81,1,29,m,y
398,27,0.39,12,57,35208.31,2,75,f,y
399,4,0.42,36,89,222511.47,5,53,f,y
400,13,0.28,90,64,22411.56,6,73,f,y
401,2,0.26,53,62,13628.85,9,31,f,n
402,11,0.3,47,61,0.0,2,46,f,y
403,12,0.24,95,62,70938.26,9,55,m,n
404,15,0.45,35,68,370.94,7,55,f,y
405,13,0.45,122,100,8289.5,9,48,m,y
406,12,0.17,131,31,22743.17,4,64,f,n
407,9,0.36,56,65,5474.71,7,38,f,y
408,0,0.15,168,37,374.22,1,52,f,n
409,3,0.47,56,84,3523.09,8,56,f,y
410,2,0.33,125,58,6111.6,7,62,f,y
411,4,0.37,114,34,2278.9,7,65,f,n
412,19,0.33,163,64,13614.35,2,38,f,n
413,7,0.27,152,56,5818.35,10,31,m,n
414,0,0.35,55,43,9651.61,9,74,m,w
415,2,0.46,88,94,4918.62,8,59,f,w
416,15,0.62,91,88,1657.47,1,43,f,y
417,3,0.28,137,60,14489.29,1,78,m,n
418,0,0.25,17,28,662.34,5,56,m,y
419,11,0.22,148,49,1056.76,2,72,m,y
420,1,0.23,148,66,5859.93,1,56,f,y
421,1,0.2,143,48,8430.85,10,85,f,w
422,7,0.41,123,87,70630.97,8,81,m,n
423,6,0.29,66,58,1542.4,4,51,m,n
424,3,0.35,152,53,9394.59,2,69,m,y
425,1,0.21,62,34,14687.78,5,64,m,y
426,0,0.4,14,20,15.83,6,75,m,w
427,1,0.25,34,66,1474.13,8,40,f,y
428,10,0.32,12,70,306.76,7,65,f,y
429,18,0.35,110,63,0.0,7,70,m,y
430,6,0.2,150,53,767.08,1,28,m,n
431,8,0.27,84,39,1013.78,3,37,m,y
432,28,0.18,149,44,0.0,3,25,m,y
433,0,0.26,111,62,27043.51,7,50,m,n
434,1,0.19,88,52,6876.82,2,65,m,y
435,5,0.11,171,15,761.42,10,77,m,w
436,0,0.47,94,54,5427.39,7,56,f,y
437,2,0.58,81,38,11567.52,9,79,f,y
438,3,0.2,15,65,5498.45,1,34,f,n
439,9,0.26,157,65,6059.29,2,29,m,n
440,1,0.11,55,15,1204.69,6,54,f,n
441,7,0.44,131,85,5321.17,2,60,f,n
442,0,0.13,48,36,4418.65,2,54,m,y
443,4,0.24,170,58,179.68,5,25,m,y
444,0,0.3,178,39,2703.12,7,53,f,y
445,5,0.22,59,54,4922.25,4,35,m,n
446,4,0.38,48,11,3052.39,6,65,m,w
447,3,0.29,42,35,0.0,3,60,f,w
448,13,0.59,174,53,0.0,4,40,f,y
449,5,0.28,133,56,519.51,4,47,m,n
450,2,0.21,134,44,384.48,4,39,f,n
451,13,0.51,98,78,5920.91,1,54,f,n
452,5,0.23,21,37,0.0,4,69,m,n
453,29,0.38,42,9,0.0,4,40,f,n
454,5,0.51,170,51,923.05,6,62,m,y
455,13,0.36,140,50,748.0,9,47,m,y
456,0,0.21,45,44,444.32,10,43,f,y
457,2,0.21,69,46,1928.69,6,53,m,y
458,0,0.28,119,42,860.32,6,39,m,y
459,6,0.33,27,71,1398.48,7,46,m,y
460,5,0.18,48,26,399.52,7,37,f,y
461,11,0.14,67,39,6054.17,1,84,f,w
462,0,0.26,160,77,8797.85,8,55,m,w
463,14,0.23,34,60,7049.17,1,44,f,n
464,0,0.23,21,26,6388.84,9,58,m,y
465,14,0.19,144,46,3868.41,4,53,f,y
466,6,0.25,26,50,0.0,9,51,m,y
467,0,0.39,142,81,17464.92,8,64,f,w
468,0,0.25,32,47,40104.86,9,66,f,y
469,12,0.36,132,73,4245.85,6,47,f,y
470,3,0.17,91,38,1323.34,9,46,m,n
471,23,0.42,112,29,0.0,4,50,f,y
472,35,0.15,156,30,0.0,3,25,m,n
473,12,0.3,56,50,0.0,3,32,f,y
474,11,0.22,85,66,7003.09,8,75,m,y
475,10,0.61,136,62,7408.38,2,79,m,n
476,1,0.2,149,18,1090.38,6,51,m,w
477,1,0.15,141,8,747.75,9,63,m,w
478,4,0.32,95,27,471.27,9,59,f,y
479,23,0.27,175,83,10431.99,8,95,f,y
480,0,0.27,168,69,836.88,8,71,f,y
481,13,0.59,53,69,429.78,1,53,f,w
482,4,0.26,59,46,20536.71,7,40,f,n
483,0,0.26,108,53,568.36,1,30,m,n
484,1,0.17,41,39,5831.26,9,58,m,y
485,31,0.21,11,50,2065.36,3,43,m,n
486,13,0.24,17,77,2843.62,1,33,m,y
487,14,0.35,108,94,0.0,8,45,m,n
488,6,0.34,70,54,4580.81,7,38,m,n
489,0,0.23,176,62,954.65,2,80,m,n
490,13,0.35,176,73,5477.68,7,68,m,y
491,5,0.27,94,46,8303.62,5,54,f,y
492,10,0.27,96,68,16387.02,7,77,m,y
493,10,0.3,92,37,0.0,10,56,f,w
494,0,0.25,26,40,3450.98,7,42,f,y
495,2,0.24,93,75,3114.15,2,77,f,w
496,14,0.47,18,56,4126.3,2,63,m,n
497,5,0.18,175,33,2555.17,7,39,m,n
498,0,0.21,125,36,1381.01,3,52,m,w
499,25,0.44,148,35,812.88,4,41,m,n
500,7,0.24,134,49,1249.95,7,34,m,n
501,4,0.18,56,53,2958.66,2,68,f,y
502,18,0.58,167,58,0.0,2,83,f,w
503,1,0.78,47,62,4685.15,9,34,f,n
504,29,0.34,67,73,2782.79,1,63,m,y
505,2,0.5,100,74,30659.9,3,45,m,n
506,6,0.82,165,34,5722.2,10,47,f,n
507,13,0.32,105,86,105272.13,4,46,m,n
508,2,0.28,66,15,2032.9,5,42,f,y
509,2,0.15,98,31,10647.58,3,55,f,n
510,7,0.17,157,4,0.0,9,42,m,y
511,0,0.24,160,30,939.34,5,59,m,n
512,11,0.21,26,32,7521.09,7,54,m,y
513,2,0.38,23,80,3058.66,7,51,m,y
514,25,0.36,60,93,0.0,9,41,m,y
515,2,0.22,73,73,912.81,2,46,m,y
516,22,0.32,52,83,0.0,3,66,m,y
517,0,0.52,59,65,8075.09,4,62,f,y
518,4,0.11,23,24,333.87,8,40,f,n
519,8,0.37,133,81,11450.13,1,56,m,n
520,2,0.25,54,47,1442.9,9,66,f,y
521,10,0.61,99,53,0.0,5,29,f,y
522,36,0.51,168,26,562.22,4,63,f,y
523,22,0.25,172,58,0.0,8,45,f,n
524,30,0.3,62,69,10324.54,9,63,m,y
525,0,0.16,11,21,3455.58,3,43,m,y
526,7,0.27,83,57,52624.21,4,27,f,y
527,15,0.16,25,49,1018.19,1,30,f,y
528,16,0.14,55,29,574.33,3,55,f,y
529,5,0.33,14,65,6878.38,10,58,f,y
530,0,0.3,147,54,509.94,5,41,f,n
531,11,0.3,125,96,10804.19,8,64,m,n
532,22,0.23,156,60,0.0,1,30,m,y
533,0,0.58,53,100,59787.52,1,54,m,n
534,0,0.17,85,22,2678.42,3,36,f,y
535,11,0.37,61,93,1899.63,9,45,f,n
536,12,0.24,126,62,8246.95,9,55,f,y
537,1,0.42,45,79,3700.43,1,42,f,n
538,10,0.24,102,35,137207.67,4,49,f,n
539,17,0.26,172,79,0.0,8,70,f,y
540,2,0.19,91,43,603.63,2,46,f,n
541,4,0.29,48,36,3493.17,4,67,m,y
542,5,0.29,127,69,9440.95,7,38,f,n
543,4,0.21,164,32,9550.37,7,62,f,y
544,3,0.27,75,46,17824.66,5,76,m,y
545,36,0.31,105,45,2023.98,7,25,m,n
546,6,0.32,136,61,16335.59,6,43,f,y
547,10,0.31,137,82,0.0,2,63,m,y
548,0,0.16,160,32,703.65,9,51,m,y
549,5,0.3,94,72,10128.8,5,60,m,n
550,18,0.23,32,60,0.0,2,45,f,y
551,9,0.44,110,47,4185.93,6,56,f,y
552,2,0.3,105,48,209.5,10,52,m,n
553,14,0.27,65,48,2254.95,5,72,m,y
554,0,0.25,41,58,1973.09,2,58,f,y
555,33,0.32,123,54,0.0,10,60,f,y
556,11,0.24,179,53,1778.8,10,48,f,y
557,24,0.32,66,71,481.33,7,47,m,y
558,15,0.22,175,29,0.0,10,48,m,n
559,11,0.21,12,52,2432.57,2,60,m,y
560,4,0.15,163,30,1289.9,7,48,f,y
561,13,0.18,55,24,13795.91,6,59,m,y
562,0,0.14,121,24,2849.07,4,86,m,y
563,2,0.41,173,69,1806.07,4,68,m,y
564,17,0.26,133,47,0.0,6,50,m,y
565,9,0.49,10,35,92.57,9,73,f,n
